,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
4936,19/5/2013,Tottenham,Sunderland,1.0,0.0,H,65.0,41.0,46.0,53.0,1.8157894736842106,1.0263157894736843,W,D,W,D,D,L,4.0,13.0,38.0,-9.0,0.5,-0.3157894736842105,WDW,DDL,7,2,0.13157894736842105
4937,19/5/2013,West Brom,Man United,5.0,5.0,D,48.0,81.0,52.0,38.0,1.263157894736842,2.3157894736842106,L,L,L,W,L,D,10.0,2.0,38.0,8.0,-0.10526315789473684,1.131578947368421,LLL,WLD,0,4,-0.10526315789473684
4938,19/5/2013,West Ham,Reading,4.0,2.0,H,41.0,41.0,51.0,69.0,1.131578947368421,0.7368421052631579,L,D,L,L,W,D,18.0,18.0,38.0,0.0,-0.2631578947368421,-0.7368421052631579,LDL,LWD,1,4,-0.07894736842105263
4939,19/5/2013,Wigan,Aston Villa,2.0,2.0,D,45.0,45.0,71.0,67.0,0.9210526315789473,1.0526315789473684,L,L,W,L,W,W,15.0,16.0,38.0,-1.0,-0.6842105263157895,-0.5789473684210527,LLW,LWW,3,6,-0.07894736842105263
4940,17/8/2013,Arsenal,Aston Villa,1.0,3.0,A,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,4.0,15.0,1.0,-11.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
4941,17/8/2013,Liverpool,Stoke,1.0,0.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,7.0,13.0,1.0,-6.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
4942,17/8/2013,Norwich,Everton,2.0,2.0,D,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,11.0,6.0,1.0,5.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
4943,17/8/2013,Sunderland,Fulham,0.0,1.0,A,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,17.0,12.0,1.0,5.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
4944,17/8/2013,Swansea,Man United,1.0,4.0,A,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,9.0,1.0,1.0,8.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
4945,17/8/2013,West Brom,Southampton,0.0,1.0,A,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,8.0,14.0,1.0,-6.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
4946,17/8/2013,West Ham,Cardiff,2.0,0.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,10.0,18.0,1.0,-8.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
4947,18/8/2013,Chelsea,Hull,2.0,0.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,3.0,18.0,1.0,-15.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
4948,18/8/2013,Crystal Palace,Tottenham,0.0,1.0,A,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,18.0,5.0,1.0,13.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
4949,19/8/2013,Man City,Newcastle,4.0,0.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,2.0,16.0,1.0,-14.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
4950,21/8/2013,Chelsea,Aston Villa,2.0,1.0,H,2.0,3.0,0.0,1.0,1.5,1.5,W,Null,Null,W,Null,Null,3.0,15.0,2.0,-12.0,1.0,1.0,WNullNull,WNullNull,3,3,0.0
4951,24/8/2013,Aston Villa,Liverpool,0.0,1.0,A,3.0,1.0,1.0,0.0,1.5,1.5,W,Null,Null,W,Null,Null,15.0,7.0,2.0,8.0,1.0,0.5,WNullNull,WNullNull,3,3,0.0
4952,24/8/2013,Everton,West Brom,0.0,0.0,D,2.0,0.0,2.0,1.0,0.5,0.0,D,Null,Null,L,Null,Null,6.0,8.0,2.0,-2.0,0.0,-0.5,DNullNull,LNullNull,1,0,0.5
4953,24/8/2013,Fulham,Arsenal,1.0,3.0,A,1.0,1.0,0.0,3.0,1.5,0.0,W,Null,Null,L,Null,Null,12.0,4.0,2.0,8.0,0.5,-1.0,WNullNull,LNullNull,3,0,1.5
4954,24/8/2013,Hull,Norwich,1.0,0.0,H,0.0,2.0,2.0,2.0,0.0,0.5,L,Null,Null,D,Null,Null,18.0,11.0,2.0,7.0,-1.0,0.0,LNullNull,DNullNull,0,1,-0.5
4955,24/8/2013,Newcastle,West Ham,0.0,0.0,D,0.0,2.0,4.0,0.0,0.0,1.5,L,Null,Null,W,Null,Null,16.0,10.0,2.0,6.0,-2.0,1.0,LNullNull,WNullNull,0,3,-1.5
4956,24/8/2013,Southampton,Sunderland,1.0,1.0,D,1.0,0.0,0.0,1.0,1.5,0.0,W,Null,Null,L,Null,Null,14.0,17.0,2.0,-3.0,0.5,-0.5,WNullNull,LNullNull,3,0,1.5
4957,24/8/2013,Stoke,Crystal Palace,2.0,1.0,H,0.0,0.0,1.0,1.0,0.0,0.0,L,Null,Null,L,Null,Null,13.0,18.0,2.0,-5.0,-0.5,-0.5,LNullNull,LNullNull,0,0,0.0
4958,25/8/2013,Cardiff,Man City,3.0,2.0,H,0.0,4.0,2.0,0.0,0.0,1.5,L,Null,Null,W,Null,Null,18.0,2.0,2.0,16.0,-1.0,2.0,LNullNull,WNullNull,0,3,-1.5
4959,25/8/2013,Tottenham,Swansea,1.0,0.0,H,1.0,1.0,0.0,4.0,1.5,0.0,W,Null,Null,L,Null,Null,5.0,9.0,2.0,-4.0,0.5,-1.5,WNullNull,LNullNull,3,0,1.5
4960,26/8/2013,Man United,Chelsea,0.0,0.0,D,4.0,4.0,1.0,1.0,1.3333333333333333,2.0,D,W,Null,W,W,Null,1.0,3.0,3.0,-2.0,1.0,1.0,DWNull,WWNull,4,6,-0.6666666666666666
4961,31/8/2013,Cardiff,Everton,0.0,0.0,D,3.0,2.0,4.0,2.0,1.0,0.6666666666666666,W,L,Null,D,D,Null,18.0,6.0,3.0,12.0,-0.3333333333333333,0.0,WLNull,DDNull,3,2,0.3333333333333333
4962,31/8/2013,Crystal Palace,Sunderland,3.0,1.0,H,1.0,1.0,3.0,2.0,0.0,0.3333333333333333,L,L,Null,D,L,Null,18.0,17.0,3.0,1.0,-0.6666666666666666,-0.3333333333333333,LLNull,DLNull,0,1,-0.3333333333333333
4963,31/8/2013,Man City,Hull,2.0,0.0,H,6.0,1.0,3.0,2.0,1.0,1.0,L,W,Null,W,L,Null,2.0,18.0,3.0,-16.0,1.0,-0.3333333333333333,LWNull,WLNull,3,3,0.0
4964,31/8/2013,Newcastle,Fulham,1.0,0.0,H,0.0,2.0,4.0,3.0,0.3333333333333333,1.0,D,L,Null,L,W,Null,16.0,12.0,3.0,4.0,-1.3333333333333333,-0.3333333333333333,DLNull,LWNull,1,3,-0.6666666666666666
4965,31/8/2013,Norwich,Southampton,1.0,0.0,H,2.0,2.0,3.0,1.0,0.3333333333333333,1.3333333333333333,L,D,Null,D,W,Null,11.0,14.0,3.0,-3.0,-0.3333333333333333,0.3333333333333333,LDNull,DWNull,1,4,-1.0
4966,31/8/2013,West Ham,Stoke,0.0,1.0,A,2.0,2.0,0.0,2.0,1.3333333333333333,1.0,D,W,Null,W,L,Null,10.0,13.0,3.0,-3.0,0.6666666666666666,0.0,DWNull,WLNull,4,3,0.3333333333333333
4967,1/9/2013,Arsenal,Tottenham,1.0,0.0,H,4.0,2.0,4.0,0.0,1.0,2.0,W,L,Null,W,W,Null,4.0,5.0,3.0,-1.0,0.0,0.6666666666666666,WLNull,WWNull,3,6,-1.0
4968,1/9/2013,Liverpool,Man United,1.0,0.0,H,2.0,4.0,0.0,1.0,2.0,1.3333333333333333,W,W,Null,D,W,Null,7.0,1.0,3.0,6.0,0.6666666666666666,1.0,WWNull,DWNull,6,4,0.6666666666666666
4969,1/9/2013,West Brom,Swansea,0.0,2.0,A,0.0,1.0,1.0,5.0,0.3333333333333333,0.0,D,L,Null,L,L,Null,8.0,9.0,3.0,-1.0,-0.3333333333333333,-1.3333333333333333,DLNull,LLNull,1,0,0.3333333333333333
4970,14/9/2013,Aston Villa,Newcastle,1.0,2.0,A,4.0,1.0,4.0,4.0,0.75,1.0,L,L,W,W,D,L,15.0,16.0,4.0,-1.0,0.0,-0.75,LLW,WDL,3,4,-0.25
4971,14/9/2013,Everton,Chelsea,1.0,0.0,H,2.0,4.0,2.0,1.0,0.75,1.75,D,D,D,D,W,W,6.0,3.0,4.0,3.0,0.0,0.75,DDD,DWW,3,7,-1.0
4972,14/9/2013,Fulham,West Brom,1.0,1.0,D,2.0,0.0,4.0,3.0,0.75,0.25,L,L,W,L,D,L,12.0,8.0,4.0,4.0,-0.5,-0.75,LLW,LDL,3,1,0.5
4973,14/9/2013,Hull,Cardiff,1.0,1.0,D,1.0,3.0,4.0,4.0,0.75,1.0,L,W,L,D,W,L,18.0,18.0,4.0,0.0,-0.75,-0.25,LWL,DWL,3,4,-0.25
4974,14/9/2013,Man United,Crystal Palace,2.0,0.0,H,4.0,4.0,2.0,4.0,1.0,0.75,L,D,W,W,L,L,1.0,18.0,4.0,-17.0,0.5,0.0,LDW,WLL,4,3,0.25
4975,14/9/2013,Stoke,Man City,0.0,0.0,D,3.0,8.0,2.0,3.0,1.5,1.5,W,W,L,W,L,W,13.0,2.0,4.0,11.0,0.25,1.25,WWL,WLW,6,6,0.0
4976,14/9/2013,Sunderland,Arsenal,1.0,3.0,A,2.0,5.0,5.0,4.0,0.25,1.5,L,D,L,W,W,L,17.0,4.0,4.0,13.0,-0.75,0.25,LDL,WWL,1,6,-1.25
4977,14/9/2013,Tottenham,Norwich,2.0,0.0,H,2.0,3.0,1.0,3.0,1.5,1.0,L,W,W,W,L,D,5.0,11.0,4.0,-6.0,0.25,0.0,LWW,WLD,6,4,0.5
4978,15/9/2013,Southampton,West Ham,0.0,0.0,D,2.0,2.0,2.0,1.0,1.0,1.0,L,D,W,L,D,W,14.0,10.0,4.0,4.0,0.0,0.25,LDW,LDW,4,4,0.0
4979,16/9/2013,Swansea,Liverpool,2.0,2.0,D,3.0,3.0,5.0,0.0,0.75,2.25,W,L,L,W,W,W,9.0,7.0,4.0,2.0,-0.5,0.75,WLL,WWW,3,9,-1.5
4980,21/9/2013,Chelsea,Fulham,2.0,0.0,H,4.0,3.0,2.0,5.0,1.4,0.8,L,D,W,D,L,L,3.0,12.0,5.0,-9.0,0.4,-0.4,LDW,DLL,4,1,0.6
4981,21/9/2013,Liverpool,Southampton,0.0,1.0,A,5.0,2.0,2.0,2.0,2.0,1.0,D,W,W,D,L,D,7.0,14.0,5.0,-7.0,0.6,0.0,DWW,DLD,7,2,1.0
4982,21/9/2013,Newcastle,Hull,2.0,3.0,A,3.0,2.0,5.0,5.0,1.4,0.8,W,W,D,D,L,W,16.0,18.0,5.0,-2.0,-0.4,-0.6,WWD,DLW,7,4,0.6
4983,21/9/2013,Norwich,Aston Villa,0.0,1.0,A,3.0,5.0,5.0,6.0,0.8,0.6,L,W,L,L,L,L,11.0,15.0,5.0,-4.0,-0.4,-0.2,LWL,LLL,3,0,0.6
4984,21/9/2013,West Brom,Sunderland,3.0,0.0,H,1.0,3.0,4.0,8.0,0.4,0.2,D,L,D,L,L,D,8.0,17.0,5.0,-9.0,-0.6,-1.0,DLD,LLD,2,1,0.2
4985,21/9/2013,West Ham,Everton,2.0,3.0,A,2.0,3.0,1.0,2.0,1.0,1.2,D,L,D,W,D,D,10.0,6.0,5.0,4.0,0.2,0.2,DLD,WDD,2,5,-0.6
4986,22/9/2013,Arsenal,Stoke,3.0,1.0,H,8.0,3.0,5.0,2.0,1.8,1.4,W,W,W,D,W,W,4.0,13.0,5.0,-9.0,0.6,0.2,WWW,DWW,9,7,0.4
4987,22/9/2013,Cardiff,Tottenham,0.0,1.0,A,4.0,4.0,5.0,1.0,1.0,1.8,D,D,W,W,L,W,18.0,5.0,5.0,13.0,-0.2,0.6,DDW,WLW,5,6,-0.2
4988,22/9/2013,Crystal Palace,Swansea,0.0,2.0,A,4.0,5.0,6.0,7.0,0.6,0.8,L,W,L,D,W,L,18.0,9.0,5.0,9.0,-0.4,-0.4,LWL,DWL,3,4,-0.2
4989,22/9/2013,Man City,Man United,4.0,1.0,H,8.0,6.0,3.0,2.0,1.4,1.4,D,W,L,W,L,D,2.0,1.0,5.0,1.0,1.0,0.8,DWL,WLD,4,4,0.0
4990,28/9/2013,Aston Villa,Man City,3.0,2.0,H,6.0,12.0,6.0,4.0,1.0,1.6666666666666667,W,L,L,W,D,W,15.0,2.0,6.0,13.0,0.0,1.3333333333333333,WLL,WDW,3,7,-0.6666666666666666
4991,28/9/2013,Fulham,Cardiff,1.0,2.0,A,3.0,4.0,7.0,6.0,0.6666666666666666,0.8333333333333334,L,D,L,L,D,D,12.0,18.0,6.0,-6.0,-0.6666666666666666,-0.3333333333333333,LDL,LDD,1,2,-0.16666666666666666
4992,28/9/2013,Hull,West Ham,1.0,0.0,H,5.0,4.0,7.0,4.0,1.1666666666666667,0.8333333333333334,W,D,L,L,D,L,18.0,10.0,6.0,8.0,-0.3333333333333333,0.0,WDL,LDL,4,1,0.5
4993,28/9/2013,Man United,West Brom,1.0,2.0,A,7.0,4.0,6.0,4.0,1.1666666666666667,0.8333333333333334,L,W,L,W,D,L,1.0,8.0,6.0,-7.0,0.16666666666666666,0.0,LWL,WDL,3,4,-0.16666666666666666
4994,28/9/2013,Southampton,Crystal Palace,2.0,0.0,H,3.0,4.0,2.0,8.0,1.3333333333333333,0.5,W,D,L,L,L,W,14.0,18.0,6.0,-4.0,0.16666666666666666,-0.6666666666666666,WDL,LLW,4,3,0.16666666666666666
4995,28/9/2013,Swansea,Arsenal,1.0,2.0,A,7.0,11.0,7.0,6.0,1.1666666666666667,2.0,W,D,W,W,W,W,9.0,4.0,6.0,5.0,0.0,0.8333333333333334,WDW,WWW,7,9,-0.3333333333333333
4996,28/9/2013,Tottenham,Chelsea,1.0,1.0,D,5.0,6.0,1.0,2.0,2.0,1.6666666666666667,W,W,L,W,L,D,5.0,3.0,6.0,2.0,0.6666666666666666,0.6666666666666666,WWL,WLD,6,4,0.3333333333333333
4997,29/9/2013,Stoke,Norwich,0.0,1.0,A,4.0,3.0,5.0,6.0,1.1666666666666667,0.6666666666666666,L,D,W,L,L,W,13.0,11.0,6.0,2.0,-0.16666666666666666,-0.5,LDW,LLW,4,3,0.16666666666666666
4998,29/9/2013,Sunderland,Liverpool,1.0,3.0,A,3.0,5.0,11.0,3.0,0.16666666666666666,1.6666666666666667,L,L,L,L,D,W,17.0,7.0,6.0,10.0,-1.3333333333333333,0.3333333333333333,LLL,LDW,0,4,-0.6666666666666666
4999,30/9/2013,Everton,Newcastle,3.0,2.0,H,6.0,5.0,4.0,8.0,1.5,1.1666666666666667,W,W,D,L,W,W,6.0,16.0,6.0,-10.0,0.3333333333333333,-0.5,WWD,LWW,7,6,0.16666666666666666
5000,5/10/2013,Cardiff,Newcastle,1.0,2.0,A,6.0,7.0,7.0,11.0,1.1428571428571428,1.0,W,L,D,L,L,W,18.0,16.0,7.0,2.0,-0.14285714285714285,-0.5714285714285714,WLD,LLW,4,3,0.14285714285714285
5001,5/10/2013,Fulham,Stoke,1.0,0.0,H,4.0,4.0,9.0,6.0,0.5714285714285714,1.0,L,L,D,L,L,D,12.0,13.0,7.0,-1.0,-0.7142857142857143,-0.2857142857142857,LLD,LLD,1,1,0.0
5002,5/10/2013,Hull,Aston Villa,0.0,0.0,D,6.0,9.0,7.0,8.0,1.4285714285714286,1.2857142857142858,W,W,D,W,W,L,18.0,15.0,7.0,3.0,-0.14285714285714285,0.14285714285714285,WWD,WWL,7,6,0.14285714285714285
5003,5/10/2013,Liverpool,Crystal Palace,3.0,1.0,H,8.0,4.0,4.0,10.0,1.8571428571428572,0.42857142857142855,W,L,D,L,L,L,7.0,18.0,7.0,-11.0,0.5714285714285714,-0.8571428571428571,WLD,LLL,4,0,0.5714285714285714
5004,5/10/2013,Man City,Everton,3.0,1.0,H,14.0,9.0,7.0,6.0,1.4285714285714286,1.7142857142857142,L,W,D,W,W,W,2.0,6.0,7.0,-4.0,1.0,0.42857142857142855,LWD,WWW,4,9,-0.7142857142857143
5005,5/10/2013,Sunderland,Man United,1.0,2.0,A,4.0,8.0,14.0,8.0,0.14285714285714285,1.0,L,L,L,L,L,W,17.0,1.0,7.0,16.0,-1.4285714285714286,0.0,LLL,LLW,0,3,-0.42857142857142855
5006,6/10/2013,Norwich,Chelsea,1.0,3.0,A,4.0,7.0,6.0,3.0,1.0,1.5714285714285714,W,L,L,D,W,L,11.0,3.0,7.0,8.0,-0.2857142857142857,0.5714285714285714,WLL,DWL,3,4,-0.14285714285714285
5007,6/10/2013,Southampton,Swansea,2.0,0.0,H,5.0,8.0,2.0,9.0,1.5714285714285714,1.0,W,W,D,L,W,D,14.0,9.0,7.0,5.0,0.42857142857142855,-0.14285714285714285,WWD,LWD,7,4,0.42857142857142855
5008,6/10/2013,Tottenham,West Ham,0.0,3.0,A,6.0,4.0,2.0,5.0,1.8571428571428572,0.7142857142857143,D,W,W,L,L,D,5.0,10.0,7.0,-5.0,0.5714285714285714,-0.14285714285714285,DWW,LLD,7,1,0.8571428571428571
5009,6/10/2013,West Brom,Arsenal,1.0,1.0,D,6.0,13.0,5.0,7.0,1.1428571428571428,2.142857142857143,W,W,D,W,W,W,8.0,4.0,7.0,4.0,0.14285714285714285,0.8571428571428571,WWD,WWW,7,9,-0.2857142857142857
5010,19/10/2013,Arsenal,Norwich,4.0,1.0,H,14.0,5.0,8.0,9.0,2.0,0.875,D,W,W,L,W,L,4.0,11.0,8.0,-7.0,0.75,-0.5,DWW,LWL,7,3,0.5
5011,19/10/2013,Chelsea,Cardiff,4.0,1.0,H,10.0,7.0,4.0,9.0,1.75,1.0,W,D,W,L,W,L,3.0,18.0,8.0,-15.0,0.75,-0.25,WDW,LWL,7,3,0.5
5012,19/10/2013,Everton,Hull,2.0,1.0,H,10.0,6.0,9.0,7.0,1.5,1.375,L,W,W,D,W,W,6.0,18.0,8.0,-12.0,0.125,-0.125,LWW,DWW,6,7,-0.125
5013,19/10/2013,Man United,Southampton,1.0,1.0,D,10.0,7.0,9.0,2.0,1.25,1.75,W,L,L,W,W,W,1.0,14.0,8.0,-13.0,0.125,0.625,WLL,WWW,3,9,-0.75
5014,19/10/2013,Newcastle,Liverpool,2.0,2.0,D,9.0,11.0,12.0,5.0,1.25,2.0,W,L,L,W,W,L,16.0,7.0,8.0,9.0,-0.375,0.75,WLL,WWL,3,6,-0.375
5015,19/10/2013,Stoke,West Brom,0.0,0.0,D,4.0,7.0,7.0,6.0,0.875,1.125,L,L,L,D,W,W,13.0,8.0,8.0,5.0,-0.375,0.125,LLL,DWW,0,7,-0.875
5016,19/10/2013,Swansea,Sunderland,4.0,0.0,H,8.0,5.0,11.0,16.0,0.875,0.125,L,L,W,L,L,L,9.0,17.0,8.0,-8.0,-0.375,-1.375,LLW,LLL,3,0,0.375
5017,19/10/2013,West Ham,Man City,1.0,3.0,A,7.0,17.0,5.0,8.0,1.0,1.625,W,L,L,W,L,W,10.0,2.0,8.0,8.0,0.25,1.125,WLL,WLW,3,6,-0.375
5018,20/10/2013,Aston Villa,Tottenham,0.0,2.0,A,9.0,6.0,8.0,5.0,1.25,1.625,D,W,W,L,D,W,15.0,5.0,8.0,10.0,0.125,0.125,DWW,LDW,7,4,0.375
5019,21/10/2013,Crystal Palace,Fulham,1.0,4.0,A,5.0,5.0,13.0,9.0,0.375,0.875,L,L,L,W,L,L,18.0,12.0,8.0,6.0,-1.0,-0.5,LLL,WLL,0,3,-0.375
5020,26/10/2013,Aston Villa,Everton,0.0,2.0,A,9.0,12.0,10.0,10.0,1.1111111111111112,1.6666666666666667,L,D,W,W,L,W,15.0,6.0,9.0,9.0,-0.1111111111111111,0.2222222222222222,LDW,WLW,4,6,-0.2222222222222222
5021,26/10/2013,Crystal Palace,Arsenal,0.0,2.0,A,6.0,18.0,17.0,9.0,0.3333333333333333,2.111111111111111,L,L,L,W,D,W,18.0,4.0,9.0,14.0,-1.2222222222222223,1.0,LLL,WDW,0,7,-0.7777777777777778
5022,26/10/2013,Liverpool,West Brom,4.0,1.0,H,13.0,7.0,7.0,6.0,1.8888888888888888,1.1111111111111112,D,W,W,D,D,W,7.0,8.0,9.0,-1.0,0.6666666666666666,0.1111111111111111,DWW,DDW,7,5,0.2222222222222222
5023,26/10/2013,Man United,Stoke,3.0,2.0,H,11.0,4.0,10.0,7.0,1.2222222222222223,0.8888888888888888,D,W,L,D,L,L,1.0,13.0,9.0,-12.0,0.1111111111111111,-0.3333333333333333,DWL,DLL,4,1,0.3333333333333333
5024,26/10/2013,Norwich,Cardiff,0.0,0.0,D,6.0,8.0,13.0,13.0,0.7777777777777778,0.8888888888888888,L,L,W,L,L,W,11.0,18.0,9.0,-7.0,-0.7777777777777778,-0.5555555555555556,LLW,LLW,3,3,0.0
5025,26/10/2013,Southampton,Fulham,2.0,0.0,H,8.0,9.0,3.0,10.0,1.6666666666666667,1.1111111111111112,D,W,W,W,W,L,14.0,12.0,9.0,2.0,0.5555555555555556,-0.1111111111111111,DWW,WWL,7,6,0.1111111111111111
5026,27/10/2013,Chelsea,Man City,2.0,1.0,H,14.0,20.0,5.0,9.0,1.8888888888888888,1.7777777777777777,W,W,D,W,W,L,3.0,2.0,9.0,1.0,1.0,1.2222222222222223,WWD,WWL,7,6,0.1111111111111111
5027,27/10/2013,Sunderland,Newcastle,2.0,1.0,H,5.0,11.0,20.0,14.0,0.1111111111111111,1.2222222222222223,L,L,L,D,W,L,17.0,16.0,9.0,1.0,-1.6666666666666667,-0.3333333333333333,LLL,DWL,0,4,-0.4444444444444444
5028,27/10/2013,Swansea,West Ham,0.0,0.0,D,12.0,8.0,11.0,8.0,1.1111111111111112,0.8888888888888888,W,L,L,L,W,L,9.0,10.0,9.0,-1.0,0.1111111111111111,0.0,WLL,LWL,3,3,0.0
5029,27/10/2013,Tottenham,Hull,1.0,0.0,H,8.0,7.0,5.0,9.0,1.7777777777777777,1.2222222222222223,W,L,D,L,D,W,5.0,18.0,9.0,-13.0,0.3333333333333333,-0.2222222222222222,WLD,LDW,4,4,0.0
5030,2/11/2013,Arsenal,Liverpool,2.0,0.0,H,20.0,17.0,9.0,8.0,2.2,2.0,W,W,D,W,D,W,4.0,7.0,10.0,-3.0,1.1,0.9,WWD,WDW,7,7,0.0
5031,2/11/2013,Fulham,Man United,1.0,3.0,A,9.0,14.0,12.0,12.0,1.0,1.4,L,W,W,W,D,W,12.0,1.0,10.0,11.0,-0.3,0.2,LWW,WDW,6,7,-0.1
5032,2/11/2013,Hull,Sunderland,1.0,0.0,H,7.0,7.0,10.0,21.0,1.1,0.4,L,L,D,W,L,L,18.0,17.0,10.0,1.0,-0.3,-1.4,LLD,WLL,1,3,-0.2
5033,2/11/2013,Man City,Norwich,7.0,0.0,H,21.0,6.0,11.0,13.0,1.6,0.8,L,W,W,D,L,L,2.0,11.0,10.0,-9.0,1.0,-0.7,LWW,DLL,6,1,0.5
5034,2/11/2013,Newcastle,Chelsea,2.0,0.0,H,12.0,16.0,16.0,6.0,1.1,2.0,L,D,W,W,W,W,16.0,3.0,10.0,13.0,-0.4,1.0,LDW,WWW,4,9,-0.5
5035,2/11/2013,Stoke,Southampton,1.0,1.0,D,6.0,10.0,10.0,3.0,0.8,1.8,L,D,L,W,D,W,13.0,14.0,10.0,-1.0,-0.4,0.7,LDL,WDW,1,7,-0.6
5036,2/11/2013,West Brom,Crystal Palace,2.0,0.0,H,8.0,6.0,10.0,19.0,1.0,0.3,L,D,D,L,L,L,8.0,18.0,10.0,-10.0,-0.2,-1.3,LDD,LLL,2,0,0.2
5037,2/11/2013,West Ham,Aston Villa,0.0,0.0,D,8.0,9.0,8.0,12.0,0.9,1.0,D,L,W,L,L,D,10.0,15.0,10.0,-5.0,0.0,-0.3,DLW,LLD,4,1,0.3
5038,3/11/2013,Cardiff,Swansea,1.0,0.0,H,8.0,12.0,13.0,11.0,0.9,1.1,D,L,L,D,W,L,18.0,9.0,10.0,9.0,-0.5,0.1,DLL,DWL,1,4,-0.3
5039,3/11/2013,Everton,Tottenham,0.0,0.0,D,14.0,9.0,10.0,5.0,1.8,1.9,W,W,L,W,W,L,6.0,5.0,10.0,1.0,0.4,0.4,WWL,WWL,6,6,0.0
5040,9/11/2013,Aston Villa,Cardiff,2.0,0.0,H,9.0,9.0,12.0,13.0,1.0,1.0909090909090908,D,L,L,W,D,L,15.0,18.0,11.0,-3.0,-0.2727272727272727,-0.36363636363636365,DLL,WDL,1,4,-0.2727272727272727
5041,9/11/2013,Chelsea,West Brom,2.0,2.0,D,16.0,10.0,8.0,10.0,1.8181818181818181,1.1818181818181819,L,W,W,W,L,D,3.0,8.0,11.0,-5.0,0.7272727272727273,0.0,LWW,WLD,6,4,0.18181818181818182
5042,9/11/2013,Crystal Palace,Everton,0.0,0.0,D,6.0,14.0,21.0,10.0,0.2727272727272727,1.7272727272727273,L,L,L,D,W,W,18.0,6.0,11.0,12.0,-1.3636363636363635,0.36363636363636365,LLL,DWW,0,7,-0.6363636363636364
5043,9/11/2013,Liverpool,Fulham,4.0,0.0,H,17.0,10.0,10.0,15.0,1.8181818181818181,0.9090909090909091,L,W,D,L,L,W,7.0,12.0,11.0,-5.0,0.6363636363636364,-0.45454545454545453,LWD,LLW,4,3,0.09090909090909091
5044,9/11/2013,Norwich,West Ham,3.0,1.0,H,6.0,8.0,20.0,8.0,0.7272727272727273,0.9090909090909091,L,D,L,D,D,L,11.0,10.0,11.0,1.0,-1.2727272727272727,0.0,LDL,DDL,1,2,-0.09090909090909091
5045,9/11/2013,Southampton,Hull,4.0,1.0,H,11.0,8.0,4.0,10.0,1.7272727272727273,1.2727272727272727,D,W,D,W,L,L,14.0,18.0,11.0,-4.0,0.6363636363636364,-0.18181818181818182,DWD,WLL,5,3,0.18181818181818182
5046,10/11/2013,Man United,Arsenal,1.0,0.0,H,17.0,22.0,13.0,9.0,1.5454545454545454,2.272727272727273,W,W,D,W,W,W,1.0,4.0,11.0,-3.0,0.36363636363636365,1.1818181818181819,WWD,WWW,7,9,-0.18181818181818182
5047,10/11/2013,Sunderland,Man City,1.0,0.0,H,7.0,28.0,22.0,11.0,0.36363636363636365,1.7272727272727273,L,W,L,W,L,W,17.0,2.0,11.0,15.0,-1.3636363636363635,1.5454545454545454,LWL,WLW,3,6,-0.2727272727272727
5048,10/11/2013,Swansea,Stoke,3.0,3.0,D,12.0,7.0,12.0,11.0,1.0,0.8181818181818182,L,D,W,D,L,D,9.0,13.0,11.0,-4.0,0.0,-0.36363636363636365,LDW,DLD,4,2,0.18181818181818182
5049,10/11/2013,Tottenham,Newcastle,0.0,1.0,A,9.0,14.0,5.0,16.0,1.8181818181818181,1.2727272727272727,D,W,W,W,L,D,5.0,16.0,11.0,-11.0,0.36363636363636365,-0.18181818181818182,DWW,WLD,7,4,0.2727272727272727
5050,23/11/2013,Arsenal,Southampton,2.0,0.0,H,22.0,15.0,10.0,5.0,2.0833333333333335,1.8333333333333333,L,W,W,W,D,W,4.0,14.0,12.0,-10.0,1.0,0.8333333333333334,LWW,WDW,6,7,-0.08333333333333333
